"level_group", "url", "content"
"k_to_1", "https://www.timeforkids.com/k1/explore-moon/", "The moon is Earth’s closest neighbor. It is the brightest object in the night sky. Scientists have studied the moon for thousands of years. Learn more about the moon. The moon is about 4½ billion years old. It is made of rock. It is covered with craters. They were made when objects hit the moon’s surface."
